novdescription,bbl,violationid
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 5, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1017080007,8422978
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE           NORTH WALL,         EAST WALL,         WEST WALL IN THE KITCHEN  LOCATED AT APT 9, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1017080007,8424304
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF KEY OPERATED LOCK INSTALLED AT ROOM DOOR LEADING TO FIRE ESCAPE WINDOW   IN THE 1st ROOM  FROM NORTH LOCATED AT APT 20, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1017080007,12238653
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  LOCATED AT APT 9, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1017080007,12131341
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT 9, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1017080007,12131342
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE BATHROOM  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016650038,11446011
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016650038,11446012
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WALLS AND CEILING  IN THE BATHROOM  LOCATED AT APT 23, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST",1016650038,11524049
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016650038,11614167
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE INTERCOM PANEL (HANGING DOWN ON WIRES) AT WEST WALL  IN THE PRIVATE HALLWAY  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016650038,11753527
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016650038,11780866
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016650038,11780869
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND WALLS  IN THE BATHROOM  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016650038,11780875
"SECTION 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF AT 1ST 2ND 3RD AND 4TH SOUTH WALL  AT PUBLIC HALL, 1st STORY",1016650038,11794945
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOM  AT PUBLIC HALL, 1st STORY",1016650038,11794953
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR UNKEYED PLASTER AT CEILING  IN THE BATHROOM  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1016650038,11845396
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1016650038,11845412
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE LIGHT FIXTURE AT CEILING  IN THE FOYER  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1016650038,11845441
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING LOCKABLE DOOR KNOB INSTALLED AT DOOR LEADING TO FIRE ESCAPE WINDOW  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1016650038,11845454
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOWER SASH COUNTER BALANCE AT WINDOW  IN THE 3rd ROOM  FROM EAST AT NORTH LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1016650038,11845512
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE WASHBASIN  IN THE BATHROOM  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",1016650038,11863378
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CEILING  IN THE BATHROOM  LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",1016650038,11864705
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR INOPERABLE   IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016650038,11753522
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241018
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE BATHROOM  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241019
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT  DOOR   IN THE ENTRANCE  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241016
"SECTION 27-2005 ADM CODE  REFIT THE DOOR  IN THE ENTRANCE  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241027
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AND SOUTH WALL  IN THE KITCHEN  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241030
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND SOUTH WALL  IN THE KITCHEN  LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",1016870011,12241031
"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",1016870011,12241032
"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING  AT PUBLIC HALL, 1st STORY",1016870011,12241033
"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.  AT PUBLIC HALL, 1st STORY",1016870011,12241035
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT GAS RANGE.  IN THE KITCHEN  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016870011,12242800
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING.  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016870011,12242841
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING.  LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016870011,12242846
"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS  AT SINK CAUSING CONTINUOUS RUNNING OF COLD WATER  IN THE KITCHEN  LOCATED AT APT 6C, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016670039,10222395
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE CONCRETE LENTILS 2ND AND 4TH FROM EAST AT FRONT OF BUILDING , 2nd STORY",1016670039,11777869
"SECTION 27-2005, 2007 ADM CODE  REMOVE ALL ENCUMBRANCES CONSISTING OF HOUSEHOLD ITEMS  AT PUBLIC HALL, 1st STORY",1016670039,11786324
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR NORTH WALL AND CEILING  IN THE BATHROOM  LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",1016670039,8306827
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS AT ENTRANCE  IN THE ENTIRE APARTMENT  LOCATED AT APT 6B, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1016670039,8543773
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE WINDOWS THROUGHOUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 6B, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1016670039,8543774
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF CONCEALED WATER LEAK AT NORTH WALL  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 6B, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1016670039,8543777
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR NORTH WALL  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 6B, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1016670039,8543778
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT FLOOR  IN THE BATHROOM  LOCATED AT APT 6C, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016670039,8543780
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF CONCEALED WATER LEAK AT SINK BASE CABINET   IN THE KITCHEN  LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016670039,8543813
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT WALLS  IN THE BATHROOM  LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016670039,8543815
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL  IN THE BATHROOM  LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016670039,8543816
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND SOUTH WALL  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016670039,8543817
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS AT ENTRANCE  IN THE ENTIRE APARTMENT  LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016670039,8543820
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 5C, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016670039,9673777
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES  AT PUBLIC HALL, 1st STORY",1016670039,11900693
"SECTION 27-2010, 2011, 2012 ADM CODE  CLEANSE AND DISINFECT TO THE SATISFACTION OF THIS DEPARTMENT AFTER REMOVING THE URINE ON FLOOR  AT PUBLIC HALL, 1st STORY",1016670039,11900694
SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING UPPER AND LOWER WIRE SCREEN AT SKYLIGHT,1016330051,11839674
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOM SYSTEM  IN THE ENTIRE APARTMENT  LOCATED AT APT 3A, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,12209498
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILE, AT EAST WALL.  IN THE BATHROOM  LOCATED AT APT B, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016330051,12224389
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT WEST WALL. APPROX. 2 SQ. FT.  IN THE BATHROOM  LOCATED AT APT B, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016330051,12224391
SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VYNIL TILES AT FLOORS AND STAIRS THROUGHOUT  AT PUBLIC HALL,1016330051,8303551
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 3A, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,12209497
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,11422905
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12239864
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12239868
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE MARBLE  SADDLE   AT  ENTRANCE   DOOR   IN THE BATHROOM  LOCATED AT APT 3A, 4th STORY, APARTMENT AT  EAST",1016330051,12020030
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS  AT LOWER SASH  WINDOW  IN THE KITCHEN  LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12239854
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS  AT LOWER SASH  WINDOW AT SOUTH  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12239862
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 3B, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",1016330051,12240953
"SECTION 27-2005 ADM CODE  REFIT DOOR  IN THE BATHROOM  LOCATED AT APT 3A, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,12240958
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12240963
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12240965
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE BROKEN GLASS AT LOWER SASH  IN THE KITCHEN  LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12240969
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12240971
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12240972
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT EAST WALL  IN THE KITCHEN  LOCATED AT APT D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12240977
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL  IN THE KITCHEN  LOCATED AT APT D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1016330051,12240978
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,12240980
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,12240981
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,12240990
"SECTION 27-2026 ADM CODE  REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET ..  IN THE BATHROOM  LOCATED AT APT A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,12240992
"SECTION 27-2053 ADM CODE  POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER.",1016330051,12241007
SECTION 27-2053 ADM CODE  PROVIDE DWELLING WITH A JANITOR OR RESPONSIBLE PERSON OR JANITORIAL SERVICE.,1016330051,12241006
"SECTION  27-2033 ADM CODE  POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING AT WALL AT PUBLIC HALL 1ST STORY",1016330051,12241010
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED TO CELLAR,1016330051,12241028
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 3A, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,12242616
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BELL BUZZER, INTERCOM.  IN THE ENTIRE APARTMENT  LOCATED AT APT 3A, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",1016330051,12242620
SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF TELEPHONE WIRES AT SOUTH  ROOF BY   GOOSENECK LADDER  CREATING A TRIP-HAZARD,1016330051,8445909
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING  AT PUBLIC HALL, 5th STORY",1016330051,12241003
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING ;SELF LOCKING PANIC BAR DEVICE INSTALLED ON DOOR TO ROOF  AT PUBLIC HALL, 5th STORY",1016330051,12241036
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",3033260065,10521628
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF KEY OPERATED LOCK AT DOOR OF ROOM LEADING TO FIRE ESCAPE  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",3033260065,11064412
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ; THE CEILING  IN THE 1st ROOM  FROM EAST LOCATED AT APT B4L, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260065,11065711
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 3R, 3rd STORY, APARTMENT AT  NORTH",3033260065,11498164
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 1L, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260065,11606320
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 1L, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",3033260065,11606321
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING   DOUBLE  CYLINDER  KEY  OPERATED  LOCK  INSTALLED  ON  DOOR  AT  VESTIBULE  AT PUBLIC HALL, 1st STORY",3033260065,11917396
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR TO BOILER ROOM LOCKED AT 1ST STORY PUBLIC HALL,3033260065,12151935
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF A DOUBLE CYLINDER LOCK INSTALLED ON THE VESTIBULE DOOR  , 1st STORY",3033260065,11966072
"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",3033260065,12189538
"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE BASEBOARD HEAT RADIATOR  IN THE 3rd ROOM  FROM EAST AT SOUTH LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",3033260065,12150037
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCK ON DOOR   AT BOILER ROOM,3033260065,12189539
"SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR TO CELLAR LOCKED  AT PUBLIC HALL, 1st STORY",3033260065,12269452
"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES  ( REAR ) HOUSEHOLD ITEMS AND FLOWER POTS , 5th STORY",1016670018,11390532
"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE OR PEELING PORCELIN INTERIOR FINISH AT THE BATHTUB  IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",1016670018,11672283
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING  AT PUBLIC HALL, 6th STORY",1016670018,11800834
"SECTION 27-2005 ADM CODE  REPAIR THE ROOF SO THAT IT WILL NOT LEAK ...           CEILING IN THE KITCHEN  LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",1016670018,11870489
"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB  IN THE BATHROOM  LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",1016670018,11870491
SECTION 27-2005 ADM CODE  REPLACE WITH STANDARD WIRE GLASS THE PRESENT GLASS UPPER WINDOW SASH  AND LOWER WINDOW SASH AT EAST. ALL STORIES  AT PUBLIC HALL STAIRS,1016670018,11870488
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 2nd ROOM  FROM NORTH AT EAST,  THE BATHROOM ,  THE KITCHEN ,  THE 2nd ROOM  FROM NORTH AT WEST  LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",1016670018,11876574
"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES CONSISTING OF AIR CONDITIONER AT 5TH STY EAST WINDOW  AT FIRE ESCAPE, SECTION ''WEST'',  AT  SOUTH",1016670018,11907969
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 2D, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",1016670018,12119041
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILE.  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",1016670018,12040730
