novdescription,class,violationstatus,bbl
"SECTION 27-2104 ADM CODE  POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,3033260065
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF DOOR WITH KEY OPERATED LOCK PREVENTING ENTRANCE TO FIRE ESCAPE ROOM  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,3033260065
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF NO SUPPORT BRACKET AT AIR CONDITIONING UNIT, 4TH STORY AT BUILDING FRONT",B,Close,3033260065
"SECTION 329, M/D LAW AND DEPT. RULES AND REGS.  PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR ...  AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX ...  AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION 27-2104 ADM CODE  POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION  27-2033 ADM CODE  POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ...  AT PUBLIC HALL, 1st STORY",C,Close,3033260065
"SECTION 329, M/D LAW AND DEPT. RULES AND REGS.  PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR ..  AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.  AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX ..  AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION 27-2104 ADM CODE  POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",A,Close,3033260065
"SECTION  27-2033 ADM CODE  POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ..  AT PUBLIC HALL, 1st STORY",C,Close,3033260065
"SECTION 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED",A,Close,3033260065
"SECTION 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF  EXPOSED  ELECTRIC  WIRING  ON  NORTH  WALL    AT PUBLIC HALL STAIRS, 4th STORY",B,Close,3033260065
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING   DOUBLE  CYLINDER  KEY  OPERATED  LOCK  INSTALLED  ON  DOOR  AT  VESTIBULE  AT PUBLIC HALL, 1st STORY",B,Open,3033260065
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE DOOR  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 4L, 4th STORY, APARTMENT AT  WEST",B,Close,3033260065
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT THE SOUTH WALL  IN THE BATHROOM  LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,3033260065
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BASE CABINET AT THE WASH BASIN  IN THE BATHROOM  LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,3033260065
"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 2R, 2nd STORY, APARTMENT AT  EAST",C,Close,3033260065
"SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED  AT PUBLIC HALL, 1st STORY",C,Close,3033260065
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",C,Open,3033260065
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 2;         IN THE ENTIRE APARTMENT  LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",C,Close,3033260065
SECTION 27-2048 ADM CODE  PAINT OR POST A SIGN INDICATING FLOORS ALL STORYS,A,Close,3033260065
SECTION 27-2104 ADM CODE  POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING.,A,Close,3033260065
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR TO BOILER ROOM LOCKED AT 1ST STORY PUBLIC HALL,C,Open,3033260065
"SECTION 27-2005, 2007 HMC: REMOVE THE ILLEGAL DOUBLE CYLINDER KEY OPERATED LOCKING DEVICE AT DOOR (VESTIBULE)   AT PUBLIC HALL, 1st STORY",C,Close,3033260065
"SECTION  27-2033 ADM CODE  POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM (MISSING)  AT PUBLIC HALL, 1st STORY",C,Close,3033260065
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF A DOUBLE CYLINDER LOCK INSTALLED ON THE VESTIBULE DOOR  , 1st STORY",C,Open,3033260065
"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",C,Open,3033260065
"SECTION 27-2028, 2032 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FROM AN APPROVED CENTRAL HEATING SYSTEM, OR AN APPROVED SYSTEM OF GAS OR ELECTRICAL HEATING IN GOOD OPERATING CONDITION FOR THE DWELLING UNIT IN THE ENTIRE APARTMENT  LOCATED AT APT 2L, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,3033260065
"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE BASEBOARD HEAT RADIATOR  IN THE 3rd ROOM  FROM EAST AT SOUTH LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",B,Open,3033260065
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING DOUBLE CYLINDER KEY OPERATED LOCK INSTALLED AT VESTIBULE DOOR  , 1st STORY",C,Close,3033260065
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCK ON DOOR   AT BOILER ROOM,C,Open,3033260065
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ...  IN THE ENTRANCE  LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,3033260065
"SECTION 27-2029 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT  LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,3033260065
"SECTION 27-2029 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,Close,3033260065
"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 1L, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",C,Close,3033260065
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CAULKING AROUND BATHTUB  IN THE BATHROOM  LOCATED AT APT 4L, 4th STORY, APARTMENT AT  WEST",B,Close,3033260065
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC WALL TILES AT BATHTUB AREA  IN THE BATHROOM  LOCATED AT APT 4L, 4th STORY, APARTMENT AT  WEST",B,Close,3033260065
"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK  IN THE KITCHEN  LOCATED AT APT 4L, 4th STORY, APARTMENT AT  WEST",B,Close,3033260065
"SECTION  27-2033 ADM CODE  POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ...  AT PUBLIC HALL, 1st STORY",C,Close,3033260065
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM BOILER ROON DOOR LOCKED  AT CELLAR,C,Close,3033260065
"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK   IN THE KITCHEN  LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,3033260065
"SECTION 27-2029 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY",C,Close,3033260065
"SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR TO CELLAR LOCKED  AT PUBLIC HALL, 1st STORY",C,Open,3033260065
"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ?27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",I,Close,1017830004
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AT EAST AND SOUTH  IN THE KITCHEN  LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING COVER AT TANK FOR TOILET   IN THE BATHROOM  LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE PADLOCKED GATE  IN THE 1st ROOM  FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 185, 240  M/D LAW  PROPERLY FIRE RETARD IN ACCORDANCE WITH THE RULES AND REGULATIONS OF THIS DEPARTMENT THE CELLAR CEILING THROUGH OUT  AT BASEMENT",B,Close,1017830004
SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRICAL WIRES AT CEILING AND WALLS THROUGH OUT  AT BASEMENT,B,Open,1017830004
"SECTION 178, 217 M/D LAW  PROVIDE SKYLIGHT VENTILATION OF AT LEAST 40 SQ.IN. OR FIXED OR MOVABLE LOUVRES, OR MOVABLE SASH AT ROOF  AT 2nd AIR SHAFT  FROM EAST",A,Close,1017830004
"SECTION 178, 217 M/D LAW  PROVIDE SKYLIGHT VENTILATION OF AT LEAST 40 SQ.IN. OR FIXED OR MOVABLE LOUVRES, OR MOVABLE SASH AT ROOF  AT 1st AIR SHAFT  FROM EAST",A,Close,1017830004
SECTION 62 M/D LAW  REARRANGE TELEVISION AND/OR RADIO ANTENNA TO BE AT LEAST 10 FEET ABOVE ROOF AND NOT ATTACHED TO ANY FIRE ESCAPE OR SOIL OR VENT LINE THROUGH OUT AT ROOF,A,Open,1017830004
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRICAL WIRES AT WEST WALL AT PUBLIC HALL BULKHEAD, ROOF",B,Close,1017830004
SECTION 27-2040 ADM CODE  PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING ; 100 WATTS INCANDESCENT OR EQUIVALENT,B,Close,1017830004
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 2nd STORY, APARTMENT AT  SOUTH",B,Close,1017830004
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1017830004
"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION AT WASTE PIPE UNDER SINK  IN THE KITCHEN  LOCATED AT APT 7, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1017830004
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 7, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",A,Close,1017830004
"SECTION 27-2026 ADM CODE  REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET ,  IN THE BATHROOM  LOCATED AT APT 8, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 8, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 4th ROOM  FROM EAST LOCATED AT APT 7, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",A,Close,1017830004
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE THE LEGAL SECURITY GATE AT WINDOW  IN THE KITCHEN  LOCATED AT APT 8, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 4; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,Close,1017830004
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING CERAMIC TILES ON THE NORTH WALL  IN THE 1st BATHROOM  FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Open,1017830004
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Open,1017830004
"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ?27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",I,Close,1017830004
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AT EAST AND SOUTH  IN THE KITCHEN  LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING COVER AT TANK FOR TOILET   IN THE BATHROOM  LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE PADLOCKED GATE  IN THE 1st ROOM  FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 185, 240  M/D LAW  PROPERLY FIRE RETARD IN ACCORDANCE WITH THE RULES AND REGULATIONS OF THIS DEPARTMENT THE CELLAR CEILING THROUGH OUT  AT BASEMENT",B,Close,1017830004
SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRICAL WIRES AT CEILING AND WALLS THROUGH OUT  AT BASEMENT,B,Open,1017830004
"SECTION 178, 217 M/D LAW  PROVIDE SKYLIGHT VENTILATION OF AT LEAST 40 SQ.IN. OR FIXED OR MOVABLE LOUVRES, OR MOVABLE SASH AT ROOF  AT 2nd AIR SHAFT  FROM EAST",A,Close,1017830004
"SECTION 178, 217 M/D LAW  PROVIDE SKYLIGHT VENTILATION OF AT LEAST 40 SQ.IN. OR FIXED OR MOVABLE LOUVRES, OR MOVABLE SASH AT ROOF  AT 1st AIR SHAFT  FROM EAST",A,Close,1017830004
SECTION 62 M/D LAW  REARRANGE TELEVISION AND/OR RADIO ANTENNA TO BE AT LEAST 10 FEET ABOVE ROOF AND NOT ATTACHED TO ANY FIRE ESCAPE OR SOIL OR VENT LINE THROUGH OUT AT ROOF,A,Open,1017830004
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF EXPOSED ELECTRICAL WIRES AT WEST WALL AT PUBLIC HALL BULKHEAD, ROOF",B,Close,1017830004
SECTION 27-2040 ADM CODE  PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING ; 100 WATTS INCANDESCENT OR EQUIVALENT,B,Close,1017830004
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 2nd STORY, APARTMENT AT  SOUTH",B,Close,1017830004
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1017830004
"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION AT WASTE PIPE UNDER SINK  IN THE KITCHEN  LOCATED AT APT 7, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,Close,1017830004
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 7, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",A,Close,1017830004
"SECTION 27-2026 ADM CODE  REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET ,  IN THE BATHROOM  LOCATED AT APT 8, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 8, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 4th ROOM  FROM EAST LOCATED AT APT 7, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",A,Close,1017830004
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE THE LEGAL SECURITY GATE AT WINDOW  IN THE KITCHEN  LOCATED AT APT 8, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1017830004
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 4; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,Close,1017830004
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING CERAMIC TILES ON THE NORTH WALL  IN THE 1st BATHROOM  FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Open,1017830004
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Open,1017830004
"SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED  AT PUBLIC HALL, 1st STORY",C,Close,3033260065
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Close,3033260065
"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Close,3033260065
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF AIR CONDITIONER UNIT INSTALLED IN WINDOW  LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Close,3033260065
"SECTION 27-2005 ADM CODE  REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Close,3033260065
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 4L, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Open,3033260065
